GROUP,PACKAGE,CLASS,INSTRUCTION_MISSED,INSTRUCTION_COVERED,BRANCH_MISSED,BRANCH_COVERED,LINE_MISSED,LINE_COVERED,COMPLEXITY_MISSED,COMPLEXITY_COVERED,METHOD_MISSED,METHOD_COVERED
tiltaksgjennomforing 10630,no.nav.tag.tiltaksgjennomforing.avtale.events,GodkjentAvArbeidsgiver,106,0,20,0,3,0,16,0,6,0
tiltaksgjennomforing 10630,no.nav.tag.tiltaksgjennomforing.avtale.events,RefusjonFristForlenget,66,0,12,0,2,0,11,0,5,0
tiltaksgjennomforing 10630,no.nav.tag.tiltaksgjennomforing.avtale.events,AnnullertAvVeileder,106,0,20,0,3,0,16,0,6,0
tiltaksgjennomforing 10630,no.nav.tag.tiltaksgjennomforing.avtale.events,AvtaleOpprettetAvVeileder,106,0,20,0,3,0,16,0,6,0
tiltaksgjennomforing 10630,no.nav.tag.tiltaksgjennomforing.avtale.events,GodkjentAvVeileder,106,0,20,0,3,0,16,0,6,0
tiltaksgjennomforing 10630,no.nav.tag.tiltaksgjennomforing.avtale.events,TilskuddsperiodeForkortet,106,0,20,0,3,0,16,0,6,0
tiltaksgjennomforing 10630,no.nav.tag.tiltaksgjennomforing.avtale.events,AvtaleForkortet,264,0,52,0,7,0,36,0,10,0
tiltaksgjennomforing 10630,no.nav.tag.tiltaksgjennomforing.avtale.events,GodkjentPaVegneAvDeltaker,106,0,20,0,3,0,16,0,6,0
tiltaksgjennomforing 10630,no.nav.tag.tiltaksgjennomforing.avtale.events,GodkjentPaVegneAvDeltakerOgArbeidsgiver,106,0,20,0,3,0,16,0,6,0
tiltaksgjennomforing 10630,no.nav.tag.tiltaksgjennomforing.avtale.events,StillingsbeskrivelseEndret,106,0,20,0,3,0,16,0,6,0
tiltaksgjennomforing 10630,no.nav.tag.tiltaksgjennomforing.avtale.events,AvtaleGjenopprettet,106,0,20,0,3,0,16,0,6,0
tiltaksgjennomforing 10630,no.nav.tag.tiltaksgjennomforing.avtale.events,AvbruttAvVeileder,106,0,20,0,3,0,16,0,6,0
tiltaksgjennomforing 10630,no.nav.tag.tiltaksgjennomforing.avtale.events,TilskuddsperiodeGodkjent,185,0,36,0,5,0,26,0,8,0
tiltaksgjennomforing 10630,no.nav.tag.tiltaksgjennomforing.avtale.events,AvtaleNyVeileder,106,0,20,0,3,0,16,0,6,0
tiltaksgjennomforing 10630,no.nav.tag.tiltaksgjennomforing.avtale.events,InkluderingstilskuddEndret,106,0,20,0,3,0,16,0,6,0
tiltaksgjennomforing 10630,no.nav.tag.tiltaksgjennomforing.avtale.events,GodkjentPaVegneAvArbeidsgiver,106,0,20,0,3,0,16,0,6,0
tiltaksgjennomforing 10630,no.nav.tag.tiltaksgjennomforing.avtale.events,RefusjonKlarRevarsel,106,0,20,0,3,0,16,0,6,0
tiltaksgjennomforing 10630,no.nav.tag.tiltaksgjennomforing.avtale.events,GodkjentForEtterregistrering,106,0,20,0,3,0,16,0,6,0
tiltaksgjennomforing 10630,no.nav.tag.tiltaksgjennomforing.avtale.events,TilskuddsberegningEndret,106,0,20,0,3,0,16,0,6,0
tiltaksgjennomforing 10630,no.nav.tag.tiltaksgjennomforing.avtale.events,AvtaleForlenget,106,0,20,0,3,0,16,0,6,0
tiltaksgjennomforing 10630,no.nav.tag.tiltaksgjennomforing.avtale.events,AvtaleLåstOpp,66,0,12,0,2,0,11,0,5,0
tiltaksgjennomforing 10630,no.nav.tag.tiltaksgjennomforing.avtale.events,AvtaleDeltMedAvtalepart,106,0,20,0,3,0,16,0,6,0
tiltaksgjennomforing 10630,no.nav.tag.tiltaksgjennomforing.avtale.events,TilskuddsperiodeAnnullert,106,0,20,0,3,0,16,0,6,0
tiltaksgjennomforing 10630,no.nav.tag.tiltaksgjennomforing.avtale.events,FjernetEtterregistrering,106,0,20,0,3,0,16,0,6,0
tiltaksgjennomforing 10630,no.nav.tag.tiltaksgjennomforing.avtale.events,MålEndret,106,0,20,0,3,0,16,0,6,0
tiltaksgjennomforing 10630,no.nav.tag.tiltaksgjennomforing.avtale.events,RefusjonKlar,106,0,20,0,3,0,16,0,6,0
tiltaksgjennomforing 10630,no.nav.tag.tiltaksgjennomforing.avtale.events,AvtaleInngått,146,0,28,0,4,0,21,0,7,0
tiltaksgjennomforing 10630,no.nav.tag.tiltaksgjennomforing.avtale.events,OppfølgingOgTilretteleggingEndret,106,0,20,0,3,0,16,0,6,0
tiltaksgjennomforing 10630,no.nav.tag.tiltaksgjennomforing.avtale.events,AvtaleSlettemerket,106,0,20,0,3,0,16,0,6,0
tiltaksgjennomforing 10630,no.nav.tag.tiltaksgjennomforing.avtale.events,TilskuddsperiodeAvslått,146,0,28,0,4,0,21,0,7,0
tiltaksgjennomforing 10630,no.nav.tag.tiltaksgjennomforing.avtale.events,AvtaleOpprettetAvArbeidsgiverErFordelt,66,0,12,0,2,0,11,0,5,0
tiltaksgjennomforing 10630,no.nav.tag.tiltaksgjennomforing.avtale.events,GodkjenningerOpphevetAvVeileder,106,0,20,0,3,0,16,0,6,0
tiltaksgjennomforing 10630,no.nav.tag.tiltaksgjennomforing.avtale.events,AvtaleOpprettetAvArbeidsgiver,66,0,12,0,2,0,11,0,5,0
tiltaksgjennomforing 10630,no.nav.tag.tiltaksgjennomforing.avtale.events,OmMentorEndret,106,0,20,0,3,0,16,0,6,0
tiltaksgjennomforing 10630,no.nav.tag.tiltaksgjennomforing.avtale.events,AvtaleEndret,146,0,28,0,4,0,21,0,7,0
tiltaksgjennomforing 10630,no.nav.tag.tiltaksgjennomforing.avtale.events,SignertAvMentor,106,0,20,0,3,0,16,0,6,0
tiltaksgjennomforing 10630,no.nav.tag.tiltaksgjennomforing.avtale.events,GamleVerdier,98,0,14,0,5,0,17,0,10,0
tiltaksgjennomforing 10630,no.nav.tag.tiltaksgjennomforing.avtale.events,RefusjonKorrigert,66,0,12,0,2,0,11,0,5,0
tiltaksgjennomforing 10630,no.nav.tag.tiltaksgjennomforing.avtale.events,GodkjentAvDeltaker,106,0,20,0,3,0,16,0,6,0
tiltaksgjennomforing 10630,no.nav.tag.tiltaksgjennomforing.avtale.events,GodkjenningerOpphevetAvArbeidsgiver,106,0,20,0,3,0,16,0,6,0
tiltaksgjennomforing 10630,no.nav.tag.tiltaksgjennomforing.avtale.events,KontaktinformasjonEndret,106,0,20,0,3,0,16,0,6,0
tiltaksgjennomforing 10630,no.nav.tag.tiltaksgjennomforing.journalfoering,OppgaveTilJournalFoering,167,0,30,0,6,0,27,0,12,0
tiltaksgjennomforing 10630,no.nav.tag.tiltaksgjennomforing.journalfoering,AvtaleTilJournalfoering,2698,0,490,0,64,0,373,0,128,0
tiltaksgjennomforing 10630,no.nav.tag.tiltaksgjennomforing.journalfoering,MaalTilJournalfoering,124,0,22,0,5,0,21,0,10,0
tiltaksgjennomforing 10630,no.nav.tag.tiltaksgjennomforing.journalfoering,GodkjentPaVegneGrunnTilJournalfoering,158,0,22,0,7,0,25,0,14,0
tiltaksgjennomforing 10630,no.nav.tag.tiltaksgjennomforing.journalfoering,InternalAvtaleController,61,20,0,0,14,5,3,3,3,3
tiltaksgjennomforing 10630,no.nav.tag.tiltaksgjennomforing.journalfoering,AvtaleTilJournalfoeringMapper,345,0,14,0,86,0,13,0,6,0
tiltaksgjennomforing 10630,no.nav.tag.tiltaksgjennomforing.enhet,Formidlingsgruppe,9,63,2,0,3,10,2,3,1,3
tiltaksgjennomforing 10630,no.nav.tag.tiltaksgjennomforing.enhet,Norg2OppfølgingProperties,47,28,13,1,0,2,10,4,3,4
